population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctUnemployed,PctEmploy,murdPerPop,rapesPerPop,robbbPerPop,assaultPerPop,burglPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop,communityname,state
11532.0,3.42,0.49,88.19,11.17,2.01,16.48,23.75,12.43,7.35,7882.0,68.35,83975.0,90.83,0.56,69.62,17.26,2.75,13.57,87843.0,32427.0,198.0,1.77,5.78,12.06,2.67,62.91,0.0,16.58,16.58,66.31,356.43,1715.85,49.73,16.58,99.47,2138.59,Holmdeltownship,NJ
18820.0,2.56,5.19,86.08,3.3,12.01,10.97,26.47,10.85,11.49,18820.0,100.0,41875.0,84.51,0.72,53.33,23.02,2.99,14.09,50601.0,19031.0,685.0,3.66,7.7,16.81,3.76,70.99,0.0,10.32,154.79,278.62,1253.81,3699.5,763.63,20.64,443.73,5737.58,NorthPlainfieldborough,NJ
18150.0,2.84,2.34,95.43,0.77,2.35,14.05,28.87,12.52,6.3,18159.0,100.0,30896.0,87.05,0.48,33.58,15.45,3.95,14.55,34893.0,11901.0,1215.0,6.79,5.32,19.47,5.53,72.32,4.79,47.91,23.96,124.57,455.18,2453.16,162.91,14.37,201.24,3085.62,Beltoncity,MO
15244.0,3.05,7.81,89.39,2.02,1.36,37.31,55.81,45.03,7.83,0.0,0.0,19672.0,81.87,2.49,46.16,19.98,5.9,13.42,28917.0,9490.0,2908.0,25.93,6.95,16.0,8.12,52.68,5.96,53.62,71.5,77.45,613.68,2073.4,119.16,11.92,208.53,2818.16,Warrensburgcity,MO
38705.0,2.48,9.18,89.59,0.6,0.68,15.25,27.62,14.86,14.67,0.0,0.0,20585.0,73.41,0.51,36.55,33.63,10.61,17.63,24753.0,10975.0,7614.0,20.51,10.63,32.0,8.5,55.79,7.66,30.65,99.61,30.65,679.37,3547.53,224.75,176.23,168.57,4627.88,Richmondcity,IN
27257.0,2.72,5.02,91.71,0.85,6.9,13.23,24.81,11.72,14.4,26471.0,97.12,36221.0,78.57,0.68,46.24,33.12,3.97,23.94,41423.0,15131.0,955.0,3.55,7.75,19.76,4.15,61.46,3.58,7.17,114.71,301.11,419.4,2806.75,1028.78,7.17,426.57,4262.11,Merrillvilletown,IN
11980.0,2.5,66.07,31.89,1.23,0.89,10.92,23.07,10.16,14.22,11980.0,100.0,35951.0,78.39,0.71,34.48,30.11,7.23,20.4,42726.0,15334.0,647.0,5.47,5.43,19.78,5.26,64.91,0.0,0.0,198.12,156.84,511.8,2988.28,883.28,41.27,354.96,4424.63,Yeadonborough,PA
10922.0,2.45,8.05,91.51,0.29,0.79,7.97,19.65,8.0,22.85,10922.0,100.0,31726.0,66.64,0.61,55.24,44.08,3.35,28.34,37930.0,14227.0,390.0,3.72,18.74,33.85,5.01,52.1,0.0,0.0,192.82,146.91,808.01,3103.48,505.0,0.0,339.73,4416.49,BellefontaineNeighborscity,MO
16919.0,2.41,0.58,98.5,0.53,1.3,11.09,22.96,10.71,14.97,3166.0,18.71,39651.0,77.8,0.92,58.4,29.96,3.74,20.75,46720.0,20808.0,756.0,4.49,7.94,19.73,5.0,64.74,0.0,0.0,41.57,5.94,486.91,2137.64,77.19,5.94,47.5,2707.68,Stoningtontown,CT
723959.0,2.37,10.92,53.56,29.13,13.91,10.07,26.71,12.21,12.88,723959.0,100.0,33414.0,75.18,0.65,47.42,23.77,10.42,14.37,40561.0,19695.0,90019.0,12.66,11.33,21.98,6.2,63.03,17.47,48.89,1144.95,598.75,1510.49,4680.3,1497.35,66.09,1810.07,7754.23,SanFranciscocity,CA
43207.0,2.78,4.11,80.28,7.59,25.56,13.93,28.69,13.86,9.67,43207.0,100.0,38907.0,82.04,0.54,38.17,21.34,7.21,13.04,44375.0,16259.0,3241.0,7.63,5.42,17.52,5.35,66.65,22.29,40.12,309.8,314.26,1163.44,2839.5,1252.59,49.03,686.47,5304.57,Covinacity,CA
44757.0,2.67,1.18,89.13,8.05,2.76,24.96,43.59,31.11,8.17,0.0,0.0,23212.0,81.08,1.49,54.07,19.14,3.83,13.39,34287.0,11921.0,8076.0,20.97,2.4,7.93,5.52,54.97,2.12,38.24,59.49,121.1,730.86,3943.23,161.47,55.24,220.96,4890.8,Corvalliscity,OR
15520.0,3.33,2.07,56.77,4.87,67.37,15.81,29.07,14.59,11.06,15520.0,100.0,33313.0,79.94,0.17,20.68,31.93,17.31,18.86,37010.0,11196.0,1636.0,10.57,14.36,40.94,8.61,58.33,18.33,79.42,788.08,1203.49,3164.52,6157.98,3292.81,42.76,2089.32,12658.07,SantaFeSpringscity,CA
10132.0,2.17,0.81,97.76,1.22,0.77,8.23,19.1,8.43,20.96,10132.0,100.0,41040.0,70.2,0.88,69.45,38.86,2.86,27.02,52662.0,21549.0,364.0,3.64,3.84,12.67,4.82,58.32,0.0,,38.67,87.02,638.11,3258.24,77.35,29.01,,4002.71,Farmingtoncity,MI
30087.0,3.09,22.95,74.55,1.13,3.07,13.28,27.49,11.39,7.47,20531.0,68.24,39916.0,84.63,0.8,35.16,20.56,4.41,12.71,42378.0,14016.0,2120.0,7.35,7.98,24.15,5.37,65.48,3.19,19.14,92.5,379.55,822.89,1556.47,315.76,35.08,494.37,2730.2,Winslowtownship,NJ
59479.0,2.56,4.29,89.66,0.7,13.69,12.01,26.89,12.0,13.05,59479.0,100.0,36211.0,78.79,0.37,46.43,28.93,6.44,18.35,41910.0,15618.0,4266.0,7.31,10.96,27.41,5.13,65.43,1.76,8.78,163.36,158.09,1039.91,2944.07,526.98,15.81,332.0,4526.77,Meridentown,CT
86905.0,1.94,4.51,82.8,6.39,14.05,7.62,21.72,8.68,14.05,86905.0,100.0,35997.0,75.32,0.6,48.27,21.85,4.76,10.37,51085.0,29134.0,7979.0,9.35,5.51,12.51,4.81,65.83,10.29,56.01,818.44,767.0,1727.17,7065.29,2004.94,156.6,1651.73,10954.0,SantaMonicacity,CA
22023.0,2.78,0.84,97.32,1.68,1.15,13.6,22.7,10.77,9.06,0.0,0.0,64538.0,86.91,0.8,71.87,18.44,1.92,17.34,73154.0,28347.0,328.0,1.5,2.67,5.48,2.63,70.55,0.0,0.0,9.07,0.0,213.19,1056.88,36.29,18.14,9.07,1324.5,Simsburytown,CT
20710.0,2.6,0.3,98.49,0.84,0.48,14.77,29.68,15.5,13.53,0.0,0.0,28496.0,76.44,0.79,38.34,29.48,8.9,16.11,33984.0,12382.0,2273.0,11.47,19.04,33.06,6.33,62.87,0.0,58.73,44.05,58.73,1008.22,4282.5,156.62,146.83,161.51,5594.17,Biddefordcity,ME
10993.0,2.62,0.04,99.5,0.24,0.64,12.99,24.14,10.49,14.1,0.0,0.0,34061.0,76.29,0.21,56.22,30.75,2.7,14.88,39394.0,14331.0,383.0,3.58,6.25,15.88,2.46,64.11,0.0,0.0,42.12,126.36,303.26,2299.72,210.6,8.42,168.48,2822.0,Oconomowoccity,WI
62632.0,2.68,7.49,89.25,1.76,5.29,11.9,26.35,11.03,10.7,62632.0,100.0,30287.0,80.75,0.56,39.9,23.58,3.82,20.37,32725.0,12645.0,5428.0,8.73,5.01,17.89,5.84,63.88,5.24,28.84,60.3,508.61,1247.94,3303.36,284.46,10.49,602.99,4846.24,PalmBaycity,FL
68235.0,2.65,1.08,93.83,2.75,3.35,14.27,26.91,12.71,8.81,68235.0,100.0,31833.0,82.31,0.98,39.06,21.39,4.91,14.7,36664.0,13526.0,5550.0,8.25,5.03,16.35,4.36,68.11,1.25,65.0,137.51,138.76,920.07,2900.22,848.81,36.25,342.53,4705.35,Greshamcity,OR
108718.0,2.58,12.04,86.05,0.47,2.4,15.17,28.31,14.98,14.58,108718.0,100.0,22032.0,70.09,0.28,41.21,33.49,12.93,19.63,27725.0,10715.0,20192.0,19.3,8.74,27.67,8.85,54.82,6.45,54.34,392.35,317.75,920.08,3003.4,347.22,58.02,770.88,4328.73,Eriecity,PA
86835.0,3.65,0.26,94.07,2.73,4.17,28.27,55.62,38.89,5.85,86830.0,99.98,21162.0,85.9,1.26,46.85,17.17,4.87,12.36,23127.0,8408.0,23434.0,29.56,2.4,10.15,5.85,56.78,1.1,39.77,19.89,97.22,561.24,3191.77,171.24,11.05,157.99,3935.3,Provocity,UT
39757.0,2.51,0.67,98.16,0.69,0.71,15.57,29.35,16.3,14.32,39757.0,100.0,24051.0,74.79,0.4,34.91,31.82,10.26,12.09,30903.0,12277.0,5231.0,13.95,20.79,36.26,7.5,59.72,0.0,18.71,128.29,227.18,1427.24,4786.85,138.98,53.45,374.18,6406.52,Lewistoncity,ME
189126.0,2.74,18.54,76.39,1.14,4.97,14.61,30.18,15.13,11.21,189126.0,100.0,26809.0,78.03,0.26,39.82,26.02,10.72,14.2,32049.0,12070.0,29103.0,16.12,8.4,23.55,7.35,60.88,17.24,,433.0,936.5,1651.02,4610.43,561.48,41.26,,6864.2,GrandRapidscity,MI
10891.0,2.48,1.46,96.5,0.39,2.45,13.55,24.72,11.44,14.76,0.0,0.0,25324.0,76.35,2.39,45.35,34.5,5.67,18.49,30679.0,11844.0,961.0,8.92,7.33,23.31,5.73,60.93,0.0,138.7,0.0,329.4,936.2,3484.74,277.39,78.02,468.1,4776.35,VanWertcity,OH
21755.0,2.62,1.37,96.59,0.71,1.72,12.68,22.47,10.65,14.02,21755.0,100.0,33646.0,76.59,0.37,50.78,30.47,3.88,22.59,38473.0,15379.0,1570.0,7.23,6.19,19.16,5.11,61.85,0.0,,40.57,76.63,486.84,2497.3,171.29,13.52,,3168.95,NortonShorescity,MI
29541.0,3.07,6.49,81.8,10.01,3.62,42.25,63.26,52.26,6.66,29541.0,100.0,17738.0,81.57,0.68,51.87,18.13,5.37,11.89,30787.0,9213.0,8840.0,39.35,4.78,13.3,4.9,48.52,0.0,41.11,198.71,113.06,1486.91,5666.71,113.06,10.28,352.88,7276.96,Ithacacity,NY
30013.0,2.75,26.68,67.65,3.01,5.23,15.13,33.21,17.06,6.9,30013.0,100.0,25698.0,86.01,0.57,31.66,15.75,6.49,17.48,27144.0,11566.0,3486.0,11.89,4.7,15.5,6.6,66.42,5.16,43.02,173.81,311.47,1338.82,3944.18,254.68,13.77,533.46,5551.44,Jacksonvillecity,NC
11127.0,2.8,0.08,99.14,0.24,1.33,14.72,25.34,11.93,9.95,11127.0,100.0,37500.0,81.76,0.0,45.85,24.52,5.26,20.14,41156.0,14710.0,937.0,8.54,5.48,19.1,4.74,64.3,0.0,26.28,8.76,35.04,262.79,2172.39,96.36,0.0,70.08,2531.53,Vermilioncity,OH
65452.0,2.45,5.26,91.28,1.99,11.51,10.07,22.93,9.64,18.32,65291.0,99.75,36431.0,74.03,0.31,50.77,34.6,2.63,15.1,41827.0,16747.0,3252.0,5.08,5.08,18.2,3.51,60.67,0.0,13.29,124.48,167.99,786.78,3858.98,589.79,13.29,305.77,5248.85,PembrokePinescity,FL
29092.0,2.96,1.72,96.87,1.13,0.71,18.26,26.64,14.01,7.07,29092.0,100.0,48137.0,86.11,0.62,57.47,17.82,1.82,15.36,53263.0,17898.0,765.0,2.75,2.36,8.46,2.55,70.92,0.0,34.3,48.59,40.02,483.05,2529.58,65.74,48.59,122.91,3126.97,Westervillecity,OH
16797.0,2.54,1.3,97.48,0.54,1.18,18.56,31.87,19.59,15.06,0.0,0.0,22100.0,69.4,0.97,39.02,36.6,13.12,20.49,30894.0,10963.0,2250.0,14.33,17.15,31.84,9.86,54.48,0.0,12.85,12.85,545.96,969.88,2607.75,128.46,0.0,571.65,3706.08,NorthAdamscity,MA
10828.0,2.32,2.71,93.43,2.62,4.39,10.3,25.66,11.61,16.04,10828.0,100.0,32332.0,77.47,0.86,43.09,29.62,4.61,18.68,39415.0,16521.0,561.0,5.18,14.73,30.42,8.03,62.41,0.0,0.0,28.46,18.97,493.31,1906.84,483.83,37.95,47.43,2921.92,Wallingtonborough,NJ
18885.0,3.02,2.31,96.22,1.26,0.74,14.86,21.82,11.54,9.84,18900.0,100.0,60900.0,87.07,1.89,74.63,22.17,2.05,13.62,65435.0,27204.0,387.0,2.14,3.73,7.47,2.84,67.25,0.0,0.0,0.0,9.24,161.66,974.55,78.52,9.24,9.24,1223.96,Mequoncity,WI
23706.0,2.31,4.42,94.79,0.54,0.45,12.46,22.58,11.7,19.59,23706.0,100.0,16442.0,59.01,0.2,33.74,43.46,14.84,20.76,21707.0,11063.0,6096.0,26.39,13.84,31.86,10.56,44.54,0.0,20.77,62.31,1038.55,922.23,3880.03,211.86,0.0,1121.64,5014.12,Cumberlandcity,MD
22935.0,3.35,1.16,96.55,1.14,1.84,15.96,27.33,11.34,2.39,22464.0,97.95,46027.0,93.31,1.22,49.19,10.18,3.65,9.22,47153.0,14564.0,601.0,2.63,1.67,7.65,4.23,77.74,0.0,11.08,59.08,125.55,398.8,2326.35,73.85,3.69,195.71,2802.7,CottageGrovecity,MN
12450.0,2.91,65.57,33.57,0.39,0.65,16.98,30.19,14.51,8.43,12450.0,100.0,26372.0,83.98,0.28,26.7,23.28,10.26,15.1,29514.0,10729.0,1931.0,15.65,10.79,28.95,11.85,62.07,23.43,39.05,437.33,351.43,1616.56,2545.88,944.94,31.24,851.23,5138.62,Berkeleycity,MO
23095.0,2.42,10.11,87.39,1.4,2.73,10.99,25.15,11.74,16.02,0.0,0.0,29133.0,73.54,0.12,45.23,35.18,10.13,18.37,35086.0,14341.0,2611.0,11.76,13.12,30.85,5.58,59.07,0.0,42.78,94.11,196.77,740.04,3888.44,243.83,,333.66,,Kingstoncity,NY
467610.0,2.22,12.84,72.11,2.35,22.96,11.31,25.92,11.86,12.22,467567.0,99.99,25106.0,76.35,0.75,40.62,24.24,7.61,14.79,32038.0,15590.0,78515.0,17.13,7.68,20.8,6.77,62.99,14.63,77.69,368.3,577.65,1804.51,3530.34,1494.14,86.98,1038.27,6915.98,Denvercity,CO
10033.0,3.27,10.16,63.76,0.23,46.62,17.14,28.5,13.7,10.09,10033.0,100.0,24103.0,78.99,0.35,22.47,26.61,4.77,18.21,27836.0,9112.0,1937.0,19.42,25.45,46.07,8.29,54.32,0.0,19.2,67.22,412.91,873.82,1478.78,307.28,9.6,499.33,2669.48,GalenaParkcity,TX
10191.0,2.95,0.8,97.85,0.62,1.25,17.45,29.26,16.22,10.2,5382.0,52.81,40321.0,81.77,1.63,41.56,27.88,4.72,14.58,46700.0,15806.0,400.0,4.1,6.53,21.5,5.55,67.85,9.42,0.0,9.42,292.01,367.37,941.97,9.42,0.0,310.85,1318.76,Leicestertown,MA
40318.0,2.97,1.78,90.19,1.28,3.36,16.19,29.13,12.82,4.62,40318.0,100.0,32984.0,89.34,0.47,33.21,13.5,3.81,13.14,35162.0,11739.0,3182.0,7.95,4.19,17.79,4.53,72.49,0.0,56.0,42.0,233.35,998.74,2522.52,364.03,18.67,331.36,3903.95,Moorecity,OK
76459.0,2.63,6.72,69.91,19.25,9.09,12.98,29.22,15.31,10.55,76459.0,100.0,38122.0,79.87,0.6,50.91,20.86,5.98,17.14,44687.0,19833.0,4662.0,6.81,4.09,11.89,3.53,71.08,1.26,32.88,302.28,263.07,972.59,4145.85,605.82,58.18,599.49,5782.44,Alamedacity,CA
14196.0,2.47,0.13,98.56,0.56,1.18,12.78,23.99,10.58,16.19,0.0,0.0,25976.0,76.12,0.79,54.64,33.19,6.03,17.0,31490.0,12216.0,993.0,7.18,12.31,23.96,4.22,62.42,0.0,26.77,0.0,234.21,408.19,4871.52,80.3,6.69,260.97,5366.7,BeaverDamcity,WI
40822.0,2.69,1.01,97.13,0.92,3.22,11.98,24.06,11.02,12.07,35250.0,86.32,42783.0,82.72,0.41,56.61,25.1,3.08,18.28,49478.0,18231.0,1238.0,3.1,8.19,19.84,4.45,68.29,2.42,12.1,31.45,41.13,541.93,2020.13,300.0,31.45,87.1,2893.5,Wallingfordtown,CT
39729.0,2.6,3.29,94.96,1.41,0.73,13.28,29.14,13.13,7.62,39729.0,100.0,38531.0,87.41,0.48,51.82,17.84,2.92,12.76,44214.0,16789.0,1473.0,3.77,5.1,14.85,3.66,71.72,4.87,19.48,58.43,394.43,769.38,3462.21,282.43,21.91,477.21,4535.94,Fairfieldcity,OH
20412.0,2.57,1.15,78.25,16.89,11.17,11.19,22.26,10.56,17.04,20412.0,100.0,45999.0,74.86,0.8,57.29,32.25,2.44,21.98,53055.0,21764.0,1085.0,5.4,6.32,15.9,3.19,60.09,4.77,19.07,128.74,138.27,462.5,1759.4,314.69,14.3,290.85,2550.9,Millbraecity,CA
52721.0,2.77,18.06,79.32,1.51,2.63,15.32,30.2,14.54,8.11,52718.0,100.0,25918.0,81.59,0.72,33.51,20.66,5.77,19.7,29709.0,11326.0,8110.0,15.96,5.73,18.56,7.25,63.81,16.44,38.35,136.96,882.05,1019.01,4656.77,392.63,32.87,1073.8,6101.28,BossierCitycity,LA
12353.0,2.38,0.32,97.8,0.4,0.52,14.9,26.97,13.84,16.4,0.0,0.0,17985.0,64.92,1.07,35.85,35.65,12.54,13.6,24635.0,10180.0,2500.0,21.03,14.38,26.87,8.38,53.41,0.0,,36.6,124.45,1266.47,5673.5,468.52,21.96,,7430.45,Brainerdcity,MN
55551.0,2.62,12.24,70.87,1.96,20.56,16.38,32.09,16.79,11.04,55551.0,100.0,22210.0,74.84,0.49,35.4,27.96,13.56,15.54,27002.0,10693.0,11059.0,20.93,15.0,38.62,6.47,59.68,19.03,77.83,472.19,306.14,1525.53,4815.28,541.37,51.89,875.19,6934.07,Lancastercity,PA
70580.0,2.63,41.64,57.3,0.53,1.15,15.19,27.58,14.01,12.09,70580.0,100.0,21225.0,71.91,0.54,29.48,28.33,11.65,15.68,26204.0,11475.0,16172.0,23.57,15.01,30.58,10.56,52.17,16.47,41.17,226.41,605.13,1289.84,4023.22,430.86,19.21,889.17,5763.14,LakeCharlescity,LA
12066.0,2.62,1.9,95.3,2.06,1.97,10.31,24.69,10.91,8.92,10360.0,85.86,51173.0,88.9,1.0,54.21,18.71,4.0,12.76,57052.0,21912.0,229.0,1.92,3.23,10.6,5.21,74.57,0.0,0.0,8.0,343.81,199.89,559.69,15.99,0.0,351.8,775.57,Ashlandtown,MA
12777.0,2.79,1.11,97.96,0.8,0.33,20.03,28.18,18.99,16.31,9277.0,73.08,27154.0,66.51,0.61,56.82,37.21,4.55,27.62,32701.0,12687.0,830.0,7.54,8.81,21.41,5.82,46.17,0.0,28.22,0.0,508.01,366.89,1679.25,105.84,21.17,536.23,2173.15,Richlandtownship,PA
48290.0,2.63,0.77,71.48,23.45,10.66,13.88,24.44,12.17,14.51,48290.0,100.0,47347.0,76.91,1.37,58.06,26.65,3.58,16.73,57238.0,25441.0,2501.0,5.23,4.69,11.12,3.63,60.14,3.93,7.86,188.58,198.4,942.88,2854.17,644.3,41.25,398.76,4482.6,Arcadiacity,CA
25725.0,2.94,4.72,93.76,1.2,1.01,13.21,23.55,12.96,15.63,25725.0,100.0,53130.0,76.92,0.75,59.94,36.59,3.99,23.5,61964.0,22444.0,758.0,3.04,2.43,7.96,4.52,61.75,0.0,11.32,56.61,132.09,264.18,932.18,181.15,0.0,200.02,1377.51,Miltontown,MA
36930.0,2.55,46.92,52.36,0.31,0.7,15.59,27.53,14.21,12.51,0.0,0.0,21881.0,75.23,1.13,28.63,28.49,12.92,13.93,27881.0,12028.0,8312.0,23.52,16.94,36.9,8.28,57.8,20.24,48.06,470.48,910.61,3409.72,6816.92,672.84,37.94,1449.39,10937.42,Wilsoncity,NC
30575.0,2.77,2.57,93.7,2.36,4.7,11.66,20.37,9.66,11.25,30575.0,100.0,71905.0,85.84,0.56,70.2,20.61,1.48,9.57,82712.0,43394.0,851.0,2.83,3.64,7.67,2.08,69.8,0.0,,22.81,13.03,172.71,1368.61,110.79,3.26,,1655.37,HighlandParkcity,IL
36793.0,3.42,4.03,54.48,1.6,68.13,17.04,33.32,16.69,7.4,36793.0,100.0,25976.0,80.51,1.18,22.47,20.18,11.32,12.22,26925.0,9244.0,7652.0,21.24,30.07,48.01,9.83,59.1,32.78,78.18,363.15,476.63,1742.62,4214.06,1177.72,25.22,950.75,7159.61,Indiocity,CA
40148.0,2.56,12.83,84.25,1.93,2.11,12.65,30.3,14.37,10.35,40148.0,100.0,34891.0,83.13,0.35,41.44,20.6,5.18,14.88,40116.0,15410.0,3056.0,7.96,8.66,22.1,3.17,70.74,6.39,63.88,187.37,981.58,943.26,3379.11,319.39,40.46,1239.22,4682.21,Frederickcity,MD
20816.0,2.6,1.44,89.99,8.04,1.44,12.16,19.04,9.14,13.11,20816.0,100.0,61572.0,79.89,0.94,73.54,26.71,1.27,20.06,71136.0,31438.0,476.0,2.3,0.77,3.24,3.24,61.62,0.0,14.09,28.18,61.06,422.71,1470.1,89.24,32.88,103.33,2014.94,MercerIslandcity,WA
18609.0,2.84,43.71,54.35,1.38,0.91,16.38,30.27,14.52,5.8,18609.0,100.0,37050.0,89.29,0.64,40.69,16.92,4.16,13.5,40615.0,15094.0,1031.0,5.55,3.77,14.96,5.23,71.49,5.27,52.71,195.03,73.8,395.34,5413.53,142.32,47.44,326.81,5998.63,ForestParkcity,OH
32762.0,2.97,0.59,91.36,5.11,3.13,21.23,44.55,27.93,7.42,32762.0,100.0,21312.0,82.65,2.53,42.71,18.57,4.61,12.77,26178.0,9394.0,6847.0,21.65,2.94,9.64,6.84,62.38,2.71,24.4,13.55,48.79,355.1,3149.82,81.32,2.71,89.45,3588.95,Logancity,UT
24727.0,2.7,3.91,93.76,1.11,5.69,12.43,22.53,10.69,15.34,24727.0,100.0,55476.0,77.1,0.7,60.91,33.78,3.93,18.92,68553.0,25929.0,814.0,3.32,5.43,12.32,3.63,62.03,0.0,4.0,111.92,71.95,343.77,1810.77,431.71,,187.87,,RockvilleCentrevillage,NY
31468.0,2.81,0.69,96.26,2.27,1.05,28.46,47.38,35.57,9.28,0.0,0.0,22476.0,81.0,1.17,48.33,23.9,7.26,11.52,31471.0,10374.0,7036.0,25.16,6.35,15.13,5.3,63.92,0.0,,28.39,82.02,1037.89,5558.53,340.7,9.46,,6946.59,Mankatocity,MN
170045.0,2.66,33.57,62.58,2.33,2.77,13.82,31.25,14.76,8.59,170045.0,100.0,27469.0,82.66,0.3,32.82,19.97,7.74,17.48,31180.0,12711.0,23169.0,14.04,6.89,20.66,5.93,65.93,12.16,56.93,39.24,737.3,1161.22,4016.47,378.05,34.82,845.63,5590.56,NewportNewscity,VA
14917.0,2.6,28.05,71.62,0.18,0.12,15.34,25.95,13.0,15.5,0.0,0.0,20970.0,68.75,0.4,27.35,35.11,8.59,15.14,27771.0,11713.0,2492.0,17.07,16.55,39.6,4.75,58.71,26.29,6.57,72.29,236.59,368.03,506.05,26.29,0.0,341.75,900.37,AlexanderCitycity,AL
22633.0,2.77,3.04,95.25,1.46,2.4,11.05,22.35,10.37,14.01,22624.0,100.0,54469.0,83.67,0.23,67.36,30.75,1.52,19.72,60659.0,22675.0,559.0,2.51,4.38,12.62,2.57,67.99,0.0,8.61,25.84,68.9,301.43,1881.76,193.77,4.31,103.35,2381.26,Cranfordtownship,NJ
20570.0,2.77,9.5,69.05,7.39,23.22,12.51,22.42,10.59,18.92,0.0,0.0,22514.0,58.21,0.35,34.15,43.36,18.38,24.93,27171.0,11194.0,3406.0,16.86,13.25,36.72,10.81,42.67,21.21,33.94,237.6,602.49,1722.6,3020.92,844.33,377.61,895.24,5965.46,Banningcity,CA
14519.0,3.04,2.69,70.79,1.87,35.94,14.51,26.83,11.88,11.71,0.0,0.0,24649.0,75.39,2.77,28.78,26.45,17.34,12.31,29481.0,11345.0,2780.0,19.4,18.32,36.97,10.21,54.9,0.0,22.19,105.4,1519.94,1198.2,4398.96,404.95,0.0,1647.53,6002.11,LosBanoscity,CA
12351.0,2.46,8.69,90.79,0.32,0.28,12.99,24.29,11.65,17.5,0.0,0.0,17805.0,64.38,2.43,34.19,37.73,18.36,15.23,24023.0,10786.0,2895.0,24.71,31.54,46.73,9.08,48.33,15.53,0.0,0.0,46.6,225.24,419.42,31.07,0.0,62.14,675.73,Glasgowcity,KY
11643.0,2.72,45.0,50.05,0.41,0.67,19.71,30.85,18.11,14.03,0.0,0.0,16496.0,66.43,0.46,20.17,36.46,20.68,16.37,19678.0,9157.0,3157.0,29.39,19.14,40.41,12.39,48.43,7.49,59.96,209.85,659.52,2128.46,5516.0,337.26,104.92,936.82,8086.64,Laurinburgcity,NC
10690.0,2.8,1.84,73.12,0.84,33.32,23.73,37.92,24.88,12.16,0.0,0.0,16162.0,72.45,2.33,32.72,33.25,15.35,14.32,19359.0,8375.0,3311.0,34.98,18.62,38.26,9.67,51.75,23.98,39.97,15.99,215.83,1558.75,1822.54,87.93,0.0,295.76,3469.22,Portalescity,NM
22897.0,2.92,21.83,76.28,0.66,1.9,17.15,30.43,14.96,6.85,22898.0,100.0,31723.0,83.2,0.26,26.3,21.84,12.05,13.44,34729.0,12008.0,2932.0,12.94,9.34,30.67,9.6,60.9,12.98,,216.25,640.11,1397.0,4960.86,1829.51,47.58,,8234.94,Romuluscity,MI
24437.0,2.65,5.32,84.02,7.95,7.4,12.55,22.31,9.96,7.51,24437.0,100.0,49660.0,83.75,0.8,49.44,17.08,5.31,17.6,56735.0,20663.0,1323.0,5.43,2.81,9.59,4.19,71.26,0.0,29.45,77.32,154.63,1152.39,2227.46,298.22,22.09,261.4,3700.16,Beniciacity,CA
20526.0,3.0,0.42,98.11,1.14,0.97,15.71,24.16,12.75,7.98,15808.0,77.01,59834.0,86.33,0.9,60.09,20.78,1.58,15.02,64144.0,24583.0,465.0,2.3,3.35,9.61,4.36,65.98,9.52,14.28,23.8,66.63,418.83,1489.7,52.35,14.28,114.23,1975.16,Medfordtownship,NJ
14870.0,2.73,5.14,86.58,1.02,12.31,14.36,26.34,12.69,14.45,0.0,0.0,19456.0,69.57,0.95,29.23,35.8,10.95,16.38,22487.0,9017.0,3263.0,23.17,15.47,37.38,9.68,49.91,6.7,73.71,20.1,582.95,1206.11,2988.47,308.23,167.52,683.46,4670.33,MineralWellscity,TX
82106.0,2.91,2.0,40.85,38.14,36.08,14.0,30.72,14.87,11.07,82106.0,100.0,31368.0,79.08,0.31,37.86,21.03,11.58,11.72,34170.0,13436.0,11819.0,14.75,14.56,27.91,6.05,59.34,3.54,22.4,366.59,152.06,1053.81,2027.47,941.83,38.9,544.59,4062.0,Alhambracity,CA
36322.0,2.47,6.2,93.17,0.26,0.49,13.3,25.89,12.42,14.62,36322.0,100.0,23933.0,74.23,0.45,38.78,31.56,9.07,18.59,27421.0,11781.0,5477.0,15.48,13.67,31.74,6.96,58.25,2.61,36.6,54.89,1186.74,488.81,3677.85,303.22,91.49,1280.84,4561.38,NewAlbanycity,IN
33187.0,2.36,33.04,64.94,1.34,1.46,12.1,27.72,13.38,11.08,33187.0,100.0,35516.0,81.75,0.75,41.03,22.19,6.75,18.64,41012.0,18358.0,3966.0,12.12,6.94,19.83,5.37,68.93,11.29,73.4,567.46,776.38,1558.4,4401.34,403.72,211.74,1428.53,6575.2,Annapoliscity,MD
10170.0,3.05,1.92,95.28,1.7,1.9,39.15,60.14,52.32,7.42,0.0,0.0,19635.0,79.36,1.14,59.01,23.02,3.1,12.52,36011.0,9190.0,2631.0,32.74,8.13,17.41,4.36,58.45,0.0,58.06,14.51,65.32,283.04,2213.51,72.57,21.77,137.89,2590.9,Whitewatercity,WI
